iid,id,gender,idg,condtn,wave,round,pid,piid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,age,field_cd,race,imprace,imprelig,from,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,satis_2,length,numdat_2,undergra,mn_sat,tuition
99,6,1,12,2,4,18,3,78,0,0.43,0,23,3,10,25,20,10,20,15,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,4,4,3,4,2,4,5,5,0,5,3,3,,,
99,6,1,12,2,4,18,4,79,0,0.9,0,26,4,10,20,15,20,20,15,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,6,7,8,8,8,9,8,9,0,5,3,3,,,
99,6,1,12,2,4,18,5,80,0,0.14,0,27,4,10,20,20,10,20,20,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,4,6,7,5,5,6,6,0,5,3,3,,,
99,6,1,12,2,4,18,6,81,1,0.61,1,28,2,10,10,20,20,20,20,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,8,7,7,5,5,8,9,9,0,5,3,3,,,
99,6,1,12,2,4,18,7,367,1,0.66,0,25,6,20,20,20,20,10,10,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,4,8,7,4,3,2,8,8,0,5,3,3,,,
99,6,1,12,2,4,18,8,83,1,0.79,0,35,3,10,32,20,12,11,15,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,6,7,8,8,9,9,9,9,0,5,3,3,,,
99,6,1,12,2,4,18,9,84,0,0.67,0,32,3,30,30,30,5,0,5,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,4,6,7,7,7,7,7,7,0,5,3,3,,,
99,6,1,12,2,4,18,10,85,0,0.5,1,30,2,20,25,15,15,15,10,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,7,9,5,4,9,6,6,0,5,3,3,,,
99,6,1,12,2,4,18,11,86,0,0.8,1,22,2,15,20,20,20,5,20,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,8,7,4,8,5,6,8,0,5,3,3,,,
99,6,1,12,2,4,18,12,87,1,0.24,1,23,2,15,15,20,15,15,20,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,8,8,8,8,7,4,8,9,0,5,3,3,,,
99,6,1,12,2,4,18,13,88,0,0.08,1,23,2,15,15,20,15,20,15,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,6,7,5,4,5,8,6,9,0,5,3,3,,,
99,6,1,12,2,4,18,14,89,1,0.64,1,27,2,25,15,20,20,20,0,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,9,8,8,7,7,6,9,9,1,5,3,3,,,
99,6,1,12,2,4,18,15,90,0,0.02,0,23,4,15,21,18,18,10,18,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,6,8,8,6,5,0,5,6,0,5,3,3,,,
99,6,1,12,2,4,18,16,91,1,0.6,0,25,6,15,3,50,20,2,10,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,9,8,8,7,8,8,9,9,1,5,3,3,,,
99,6,1,12,2,4,18,17,92,1,0.59,1,29,2,10,20,20,20,20,10,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,1,6,7,8,5,7,7,8,9,0,5,3,3,,,
99,6,1,12,2,4,18,18,93,0,0.37,1,29,2,14,20,18,24,18,6,28,1,2,1,1,NY,55419,3,3,2,1,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8,0,5,5,7,5,9,7,8,9,0,5,3,3,,,
114,3,0,5,1,5,10,1,122,0,0.48,0,22,6,40,15,10,20,5,10,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,1,7,6,6,7,4,4,6,6,0,4,2,3,,,
114,3,0,5,1,5,10,2,123,0,0.13,0,18,4,50,10,20,5,5,10,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,1,8,7,6,6,5,4,7,7,0,4,2,3,,,
114,3,0,5,1,5,10,3,124,0,-0.04,0,22,4,40,10,10,10,10,20,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,0,4,3,4,2,9,3,2,2,0,4,2,3,,,
114,3,0,5,1,5,10,4,125,0,-0.1,0,21,2,20,15,20,15,12,18,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,0,7,5,5,6,5,3,5,4,1,4,2,3,,,
114,3,0,5,1,5,10,5,126,0,0.6,0,22,2,25,40,15,10,5,5,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,0,5,6,5,5,5,7,6,5,0,4,2,3,,,
114,3,0,5,1,5,10,6,127,0,0.05,0,22,2,25,25,25,15,5,5,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,0,2,3,2,2,6,2,2,1,0,4,2,3,,,
114,3,0,5,1,5,10,7,367,1,0.34,0,21,2,40,15,10,20,10,5,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,1,8,6,7,8,7,5,8,8,0,4,2,3,,,
114,3,0,5,1,5,10,8,129,0,0.26,0,26,2,40,20,20,20,10.7,11.8,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,0,5,6,5,4,6,3,5,5,0,4,2,3,,,
114,3,0,5,1,5,10,9,130,0,-0.06,0,20,4,80,10,10,17.5,10.7,11.8,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,1,7,8,7,5,6,6,7,6,0,4,2,3,,,
114,3,0,5,1,5,10,10,131,0,0.13,0,19,4,25,10,20,20,10,15,20,8,1,2,4,NY,42788,2,7,4,15,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,6,20,20,20,20,10,10,30,10,20,20,10,10,7,9,8,6,7,0,5,6,4,5,3,3,5,6,0,4,2,3,,,
131,10,1,18,1,5,10,1,112,0,0.35,0,20,6,15,15,20,25,10,15,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,5,5,5,5,5,5,5,1,0,5.7,3,3,,,
131,10,1,18,1,5,10,2,113,0,0.45,0,21,2,15,15,25,25,15,5,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,5,5,5,5,5,5,5,1,0,5.7,3,3,,,
131,10,1,18,1,5,10,3,114,0,0.13,0,20,1,20,20,20,20,10,10,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,5,5,5,5,5,5,5,1,0,5.7,3,3,,,
131,10,1,18,1,5,10,4,115,0,0.3,0,21,2,20,10,30,20,15,5,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,6,7,7,6,7,5,6,5,0,5.7,3,3,,,
131,10,1,18,1,5,10,5,116,0,0.54,0,21,2,15,15,25,25,20,0,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,5,5,5,5,5,5,5,1,0,5.7,3,3,,,
131,10,1,18,1,5,10,6,117,0,-0.17,0,21,2,20,10,20,20,20,10,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,6,7,7,6,7,5,6,5,0,5.7,3,3,,,
131,10,1,18,1,5,10,10,119,0,0.48,0,19,3,50,15,10,10,10,5,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,6,6,6,6,6,6,6,1,0,5.7,3,3,,,
131,10,1,18,1,5,10,11,120,0,0.54,0,20,3,10,10,35,35,8,2,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,6,6,7,6,6,2,5,1,0,5.7,3,3,,,
131,10,1,18,1,5,10,12,121,0,0.52,0,21,2,35,15,5,30,15,0,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,7,5,10,6,7,2,2,5,0,5.7,3,3,,,
131,10,1,18,1,5,10,7,367,0,-0.14,0,26,6,22.5,17.4,20.3,17.5,10.7,11.8,19,5,4,4,1,NY,17378,2,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,0,6,6,7,6,5,2,3,1,0,5.7,3,3,,,
137,1,1,2,1,6,5,1,132,0,0.16,0,27,2,16.67,16.67,16.67,16.67,16.67,16.67,26,8,4,1,1,NY,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,7,17.39,17.39,15.22,17.39,13.04,19.57,14.89,17.02,17.02,17.02,14.89,19.15,7,9,8,9,8,1,8,8,9,8,9,7,7,6,1,5.7,3,3,,,
137,1,1,2,1,6,5,2,133,0,-0.15,1,24,4,12.77,19.15,17.02,17.02,14.89,19.15,26,8,4,1,1,NY,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,7,17.39,17.39,15.22,17.39,13.04,19.57,14.89,17.02,17.02,17.02,14.89,19.15,7,9,8,9,8,0,6,10,10,6,7,5,7,6,0,5.7,3,3,,,
137,1,1,2,1,6,5,3,134,1,-0.1,0,23,2,6.67,20,20,17.78,20,15.56,26,8,4,1,1,NY,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,7,17.39,17.39,15.22,17.39,13.04,19.57,14.89,17.02,17.02,17.02,14.89,19.15,7,9,8,9,8,1,9,9,9,8,8,7,9,6,0,5.7,3,3,,,
137,1,1,2,1,6,5,5,135,0,-0.1,0,26,2,18.18,22.73,18.18,13.64,13.64,13.64,26,8,4,1,1,NY,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,7,17.39,17.39,15.22,17.39,13.04,19.57,14.89,17.02,17.02,17.02,14.89,19.15,7,9,8,9,8,1,7,8,8,7,7,6,7,6,0,5.7,3,3,,,
137,1,1,2,1,6,5,6,136,0,0.2,0,26,6,22.5,17.4,20.3,17.5,10.7,11.8,26,8,4,1,1,NY,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,7,17.39,17.39,15.22,17.39,13.04,19.57,14.89,17.02,17.02,17.02,14.89,19.15,7,9,8,9,8,1,6,8,9,7,9,6,8,6,0,5.7,3,3,,,
146,5,0,9,2,7,16,1,158,0,0.26,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,4,6,8,6,7,5,4,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,2,159,0,0.68,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,5,7,10,8,7,5,7,5,0,5.7,3,3,,,
146,5,0,9,2,7,16,3,160,0,-0.04,0,29,1,16,18,18,18,14,16,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,8,10,7,8,8,5,7,8,0,5.7,3,3,,,
146,5,0,9,2,7,16,4,161,0,-0.15,1,22,2,16.67,18.75,18.75,18.75,18.75,8.33,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,6,8,8,6,7,5,6,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,5,162,0,0.3,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,5,5,10,6,8,5,5,2,0,5.7,3,3,,,
146,5,0,9,2,7,16,6,163,0,0.64,1,26,2,12,20,20,20,16,12,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,6,8,8,8,7,5,6,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,7,367,1,0.32,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,1,10,9,10,10,8,8,10,10,1,5.7,3,3,,,
146,5,0,9,2,7,16,8,165,0,0.82,1,30,2,16.67,12.5,20.83,18.75,12.5,18.75,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,8,8,7,6,7,7,6,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,9,166,0,0.24,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,5,8,6,6,7,5,6,5,0,5.7,3,3,,,
146,5,0,9,2,7,16,10,167,0,0.04,1,23,2,18.6,13.95,18.6,16.28,16.28,16.28,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,5,7,8,7,7,5,6,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,11,168,0,0.13,0,23,4,11.11,17.78,17.78,17.78,17.78,17.78,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,6,8,10,6,7,5,6,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,12,169,0,0.01,1,28,2,17.78,20,17.78,15.56,15.56,13.33,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,8,8,8,8,7,5,7,4,0,5.7,3,3,,,
146,5,0,9,2,7,16,13,170,0,0.74,0,28,4,16.28,20.93,18.6,18.6,13.95,11.63,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,6,8,8,6,7,5,6,3,0,5.7,3,3,,,
146,5,0,9,2,7,16,14,171,0,0.55,1,29,2,19.57,10.87,19.57,19.57,19.57,10.87,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,8,8,8,7,7,5,7,6,0,5.7,3,3,,,
146,5,0,9,2,7,16,15,172,0,-0.29,1,27,2,17.78,17.78,22.22,20,15.56,6.67,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,8,8,8,7,7,5,6,4,0,5.7,3,3,,,
146,5,0,9,2,7,16,16,173,0,-0.21,1,22,2,18.37,18.37,20.41,20.41,16.33,6.12,36,6,2,1,7,NY,58802,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,0,6,8,8,8,7,5,5,3,0,5.7,3,3,,,
147,6,0,11,2,7,16,1,158,0,-0.15,0,23,2,19.05,19.05,19.05,19.05,9.52,14.29,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,5,5,8,5,5,5,5,4,0,4,2,3,,,
147,6,0,11,2,7,16,2,159,0,0.55,0,28,2,15.91,20.45,20.45,20.45,11.36,11.36,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,5,6,8,5,5,4,5,4,0,4,2,3,,,
147,6,0,11,2,7,16,3,160,1,0.25,0,29,1,16,18,18,18,14,16,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,8,6,7,8,9,7,8,10,1,4,2,3,,,
147,6,0,11,2,7,16,4,161,0,0.17,0,22,2,16.67,18.75,18.75,18.75,18.75,8.33,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,7,6,7,6,6,5,6,6,0,4,2,3,,,
147,6,0,11,2,7,16,5,162,0,0.11,1,27,4,15.22,15.22,19.57,17.39,13.04,19.57,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,5,6,6,6,5,4,5,5,0,4,2,3,,,
147,6,0,11,2,7,16,6,163,0,0.51,0,26,2,12,20,20,20,16,12,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,7,8,8,7,7,8,8,6,0,4,2,3,,,
147,6,0,11,2,7,16,7,367,0,0.5,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,6,8,8,6,6,5,5,5,0,4,2,3,,,
147,6,0,11,2,7,16,8,165,1,0.66,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,7,7,7,5,6,5,6,6,0,4,2,3,,,
147,6,0,11,2,7,16,9,166,1,0.19,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,8,8,8,6,8,7,7,9,1,4,2,3,,,
147,6,0,11,2,7,16,10,167,0,0.36,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,6,6,6,6,6,5,6,5,0,4,2,3,,,
147,6,0,11,2,7,16,11,168,0,0.38,1,23,4,11.11,17.78,17.78,17.78,17.78,17.78,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,4,8,8,4,4,3,4,6,0,4,2,3,,,
147,6,0,11,2,7,16,12,169,1,0.37,0,28,2,17.78,20,17.78,15.56,15.56,13.33,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,8,7,8,7,7,5,7,6,0,4,2,3,,,
147,6,0,11,2,7,16,13,170,0,0.43,1,28,4,16.28,20.93,18.6,18.6,13.95,11.63,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,4,7,8,4,6,4,5,5,0,4,2,3,,,
147,6,0,11,2,7,16,14,171,0,0.54,0,29,2,19.57,10.87,19.57,19.57,19.57,10.87,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,4,7,9,4,6,3,5,5,0,4,2,3,,,
147,6,0,11,2,7,16,15,172,1,0.01,0,27,2,17.78,17.78,22.22,20,15.56,6.67,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,1,8,10,10,10,8,8,10,10,1,4,2,3,,,
147,6,0,11,2,7,16,16,173,0,0.03,0,22,2,18.37,18.37,20.41,20.41,16.33,6.12,26,8,4,3,3,NY,41831,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,0,6,8,8,8,4,5,6,6,0,4,2,3,,,
178,5,0,9,1,8,10,1,184,0,0.64,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,35,3,4,5,5,NY,42788,2,4,2,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,5,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9,9,7,8,7,0,5,7,7,5,7,4,7,2,1,6,2,2,,,
178,5,0,9,1,8,10,2,185,0,0.4,1,25,4,16.98,15.09,16.98,16.98,18.87,15.09,35,3,4,5,5,NY,42788,2,4,2,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,5,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9,9,7,8,7,1,7,7,7,6,7,5,5,6,0,6,2,2,,,
